chger_id	chger_type	method	output	stat_id
01	06	단독	50	ME174013
01	06	단독	50	ME174027
01	06	단독	50	ME174029
01	06	단독	50	ME174037
01	06	단독	50	ME174039
01	06	단독	50	ME178009
02	06	단독	50	ME178009
01	06	단독	50	ME181102
12	06	단독	50	ME181150
13	06	단독	50	ME181150
01	06	단독	50	ME183001
01	06	단독	50	ME183002
01	06	단독	50	ME183003
01	06	단독	50	ME183004
01	06	단독	50	ME183006
01	06	단독	50	ME183008
01	06	단독	50	ME183009
01	06	단독	50	ME183103
02	04	동시	100	ME183103
52	04	동시	100	ME183103
01	06	단독	50	ME183219
02	04	동시	100	ME183219
52	04	동시	100	ME183219
01	06	단독	50	ME184075
01	06	단독	50	ME184076
01	06	단독	100	ME18B159
01	06	단독	100	ME18B163
01	06	단독	100	ME18B164
01	06	단독	100	ME18B165
01	06	단독	100	ME18B166
01	06	단독	100	ME18B167
01	06	단독	100	ME18B168
01	06	단독	100	ME18B169
01	06	단독	100	ME18B170
01	06	단독	100	ME18B175
01	06	단독	100	ME18B176
01	06	단독	100	ME18B177
01	06	단독	100	ME18B179
01	06	단독	100	ME18B180
01	06	단독	100	ME18B181
01	06	단독	100	ME18B183
11	04	동시	200	ME18B278
12	04	동시	200	ME18B278
11	04	동시	200	ME18B279
12	04	동시	200	ME18B279
11	04	동시	200	ME18B284
12	04	동시	200	ME18B284
11	04	동시	200	ME18B288
12	04	동시	200	ME18B288
01	04	단독	100	ME18B408
02	04	단독	100	ME18B408
03	04	단독	100	ME18B408
04	04	단독	100	ME18B408
01	04	단독	100	ME19A149
01	04	단독	100	ME19A150
01	04	단독	100	ME19A151
01	04	단독	100	ME19A152
01	04	단독	100	ME19A153
01	04	단독	100	ME19A159
01	04	단독	100	ME19A160
01	04	단독	100	ME19A164
01	04	단독	100	ME19A170
01	04	단독	100	ME19A171
21	04	동시	200	ME19A243
22	04	동시	200	ME19A243
21	04	동시	200	ME19A244
22	04	동시	200	ME19A244
21	04	동시	200	ME19A245
22	04	동시	200	ME19A245
21	04	동시	200	ME19A246
22	04	동시	200	ME19A246
21	04	동시	200	ME19A247
22	04	동시	200	ME19A247
21	04	동시	200	ME19A248
22	04	동시	200	ME19A248
21	04	동시	200	ME19A249
22	04	동시	200	ME19A249
21	04	동시	200	ME19A250
22	04	동시	200	ME19A250
21	04	동시	200	ME19A251
22	04	동시	200	ME19A251
21	04	동시	200	ME19A252
22	04	동시	200	ME19A252
21	04	동시	200	ME19A265
22	04	동시	200	ME19A265
21	04	동시	200	ME19A274
22	04	동시	200	ME19A274
21	04	동시	200	ME19A601
22	04	동시	200	ME19A601
23	04	동시	200	ME19A601
24	04	동시	200	ME19A601
25	04	동시	200	ME19A601
26	04	동시	200	ME19A601
01	04	단독	100	ME19D118
41	04	단독	100	ME19X403
42	04	단독	100	ME19X403
43	04	단독	100	ME19X403
44	04	단독	100	ME19X403
45	04	단독	100	ME19X403
41	04	단독	100	ME19X417
42	04	단독	100	ME19X417
43	04	단독	100	ME19X417
44	04	단독	100	ME19X417
45	04	단독	100	ME19X417
21	04	단독	100	ME19Y284
22	04	단독	100	ME19Y284
21	04	단독	100	ME19Y601
22	04	단독	100	ME19Y601
23	04	단독	100	ME19Y601
24	04	단독	100	ME19Y601
25	04	단독	100	ME19Y601
26	04	단독	100	ME19Y601
01	04	단독	100	ME20A193
01	04	단독	100	ME20A194
01	04	단독	100	ME20A195
01	04	단독	100	ME20A196
01	04	단독	100	ME20A197
01	04	단독	100	ME20A198
01	04	단독	100	ME20A199
01	04	단독	100	ME20A1a0
01	04	단독	100	ME20A1a1
01	04	단독	100	ME20A1a2
01	04	단독	100	ME20A1a3
01	04	단독	100	ME20A1a4
01	04	단독	100	ME20A1a5
01	04	단독	100	ME20A1a6
01	04	단독	100	ME20A1a7
01	04	단독	100	ME20A1a8
01	04	단독	100	ME20A1a9
01	04	단독	100	ME20A1b0
21	04	동시	200	ME20A278
22	04	동시	200	ME20A278
21	04	동시	200	ME20A279
22	04	동시	200	ME20A279
01	04	단독	100	ME20A280
02	04	단독	100	ME20A280
01	04	단독	100	ME20A301
21	04	동시	200	ME20A301
22	04	동시	200	ME20A301
21	04	동시	200	ME20A409
22	04	동시	200	ME20A409
23	04	동시	200	ME20A409
24	04	동시	200	ME20A409
01	04	단독	100	ME20A410
02	04	단독	100	ME20A410
03	04	단독	100	ME20A410
91	04	단독	100	ME20A410
01	04	단독	100	ME20A411
02	04	단독	100	ME20A411
03	04	단독	100	ME20A411
04	04	단독	100	ME20A411
01	04	단독	100	ME21A114
01	04	단독	100	ME21A128
01	04	단독	100	ME21B131
01	04	단독	100	ME21B132
01	04	단독	100	ME21B133
01	04	단독	100	ME21B157
01	04	단독	100	ME21B164
01	04	단독	100	ME21B168
01	04	단독	100	ME21B171
01	04	단독	100	ME21B180
01	04	단독	100	ME21B1C3
01	04	단독	100	ME21B211
02	04	단독	100	ME21B211
01	04	단독	100	ME21B234
02	04	단독	100	ME21B234
01	04	단독	100	ME21B244
02	04	단독	100	ME21B244
01	04	단독	100	ME21B245
02	04	단독	100	ME21B245
01	04	단독	100	ME21B305
02	04	단독	100	ME21B305
03	04	단독	100	ME21B305
01	04	단독	100	ME21B309
02	04	단독	100	ME21B309
03	04	단독	100	ME21B309
01	04	단독	100	ME21B404
02	04	단독	100	ME21B404
03	04	단독	100	ME21B404
04	04	단독	100	ME21B404
01	04	단독	100	ME21B412
02	04	단독	100	ME21B412
03	04	단독	100	ME21B412
04	04	단독	100	ME21B412
21	04	동시	200	ME21C250
22	04	동시	200	ME21C250
21	04	동시	200	ME21C251
22	04	동시	200	ME21C251
01	06	단독	100	ME21D045
01	06	단독	100	ME21D046
01	06	단독	100	ME21D047
01	06	단독	100	ME21D048
01	04	단독	100	ME22C1B8
01	04	단독	100	ME22C1B9
01	04	단독	100	ME22C1C0
01	04	단독	100	ME22C802
02	04	단독	100	ME22C802
03	04	단독	100	ME22C802
04	04	단독	100	ME22C802
05	04	단독	100	ME22C802
06	04	단독	100	ME22C802
07	04	단독	100	ME22C802
08	04	단독	100	ME22C802
01	04	단독	100	ME22D121
01	04	단독	100	ME22D134
01	04	단독	100	ME22D152
01	04	단독	100	ME22D205
02	04	단독	100	ME22D205
01	04	단독	100	ME22D402
02	04	단독	100	ME22D402
03	04	단독	100	ME22D402
04	04	단독	100	ME22D402
01	04	단독	100	ME22M301
02	04	단독	100	ME22M301
81	04	단독	350	ME22M301
82	04	단독	350	ME22M301
83	04	단독	350	ME22M301
84	04	단독	350	ME22M301
01	08	단독	30	ME22M302
02	08	단독	30	ME22M302
03	08	단독	30	ME22M302
04	08	단독	30	ME22M302
05	08	단독	30	ME22M302
06	08	단독	30	ME22M302
07	08	단독	30	ME22M302
08	08	단독	30	ME22M302
09	08	단독	30	ME22M302
10	08	단독	30	ME22M302
11	08	단독	30	ME22M302
12	08	단독	30	ME22M302
13	08	단독	30	ME22M302
14	08	단독	30	ME22M302
15	08	단독	30	ME22M302
16	08	단독	30	ME22M302
17	08	단독	30	ME22M302
18	08	단독	30	ME22M302
19	08	단독	30	ME22M302
20	08	단독	30	ME22M302
21	08	단독	30	ME22M302
22	08	단독	30	ME22M302
23	08	단독	30	ME22M302
24	08	단독	30	ME22M302
25	08	단독	30	ME22M302
26	08	단독	30	ME22M302
27	08	단독	30	ME22M302
28	08	단독	30	ME22M302
29	08	단독	30	ME22M302
30	08	단독	30	ME22M302
31	08	단독	30	ME22M302
32	08	단독	30	ME22M302
33	04	단독	100	ME22M302
34	04	단독	100	ME22M302
35	04	단독	100	ME22M302
36	04	단독	100	ME22M302
01	04	동시	200	AH000021
02	04	동시	200	AH000021
03	04	동시	50	AH000021
04	04	동시	50	AH000021
05	02	단독	11	AH000021
06	04	동시	50	AH000021
07	04	동시	50	AH000021
01	04	동시	50	AH000039
02	04	동시	50	AH000039
01	04	동시	50	AH000040
02	04	동시	50	AH000040
03	02	동시	7	AH000040
01	02	단독	7	AH000053
01	04	동시	50	AH000062
02	04	동시	50	AH000062
01	02	동시	14	AH000086
02	02	동시	14	AH000086
03	02	단독	7	AH000086
01	02	단독	7	ALAL0005
02	02	단독	7	ALAL0005
03	02	단독	7	ALAL0005
04	02	단독	7	ALAL0005
01	02	단독	7	AM900008
02	02	단독	7	AM900008
01	04	동시	100	AM900009
11	04	동시	100	AM900009
01	02	동시	7	AM900012
02	02	동시	7	AM900012
03	02	동시	7	AM900012
04	02	동시	7	AM900012
05	02	동시	7	AM900012
11	02	동시	7	AM900012
12	02	동시	7	AM900012
13	02	동시	7	AM900012
14	02	동시	7	AM900012
15	02	동시	7	AM900012
01	04	동시	100	AM900040
11	04	동시	100	AM900040
01	02	동시	7	AM900041
11	02	동시	7	AM900041
01	02	단독	7	AM900042
02	02	단독	7	AM900042
01	02	단독	7	AM900043
02	02	단독	7	AM900043
03	02	단독	7	AM900043
01	02	단독	7	AM900044
02	02	단독	7	AM900044
01	02	동시	7	AM900045
11	02	동시	7	AM900045
01	02	단독	7	AM900049
02	02	단독	7	AM900049
01	02	단독	7	AM900055
02	02	단독	7	AM900055
03	02	단독	7	AM900055
04	02	단독	7	AM900055
05	02	단독	7	AM900055
06	02	단독	7	AM900055
01	02	단독	7	AM900057
02	02	단독	7	AM900057
01	02	단독	7	AM900061
02	02	단독	7	AM900061
01	02	단독	7	AM900062
02	02	단독	7	AM900062
01	02	단독	7	AM900065
02	02	단독	7	AM900065
01	02	단독	7	AMAM0003
02	02	단독	7	AMAM0003
03	02	단독	7	AMAM0003
04	02	단독	7	AMAM0003
05	02	단독	7	AMAM0003
06	02	단독	7	AMAM0003
07	02	단독	7	AMAM0003
01	02	단독	7	AMAM0004
02	02	단독	7	AMAM0004
01	02	단독	7	AMAM0005
02	02	단독	7	AMAM0005
01	02	단독	7	AMAM0009
02	02	단독	7	AMAM0009
01	04	동시	100	BE111108
02	04	동시	100	BE111108
03	04	동시	100	BE111108
04	04	동시	100	BE111108
11	02	단독	7	BE111108
12	02	단독	7	BE111108
13	02	단독	7	BE111108
14	02	단독	7	BE111108
15	02	단독	7	BE111108
16	02	단독	7	BE111108
01	04	동시	200	BE240104
02	04	동시	200	BE240104
03	04	동시	200	BE240104
04	04	동시	200	BE240104
05	02	단독	7	BE240104
06	02	단독	7	BE240104
07	02	단독	7	BE240104
08	02	단독	7	BE240104
09	02	단독	7	BE240104
10	02	단독	7	BE240104
01	04	동시	100	BE240105
02	04	동시	100	BE240105
03	04	동시	100	BE240105
04	04	동시	100	BE240105
05	02	단독	7	BE240105
06	02	단독	7	BE240105
07	02	단독	7	BE240105
08	02	단독	7	BE240105
09	02	단독	7	BE240105
10	02	단독	7	BE240105
01	04	동시	200	BE240301
02	04	동시	200	BE240301
01	04	동시	200	BE240709
02	04	동시	200	BE240709
03	04	동시	200	BE240709
04	04	동시	200	BE240709
05	02	단독	7	BE240709
01	02	단독	7	BNAA0101
01	04	동시	100	BNAA0104
02	04	동시	100	BNAA0104
01	04	동시	100	BNAA0105
02	04	동시	100	BNAA0105
01	04	동시	100	BNAA0106
02	04	동시	100	BNAA0106
01	04	동시	100	BNAA0107
02	04	동시	100	BNAA0107
01	04	동시	100	BNAA0108
02	04	동시	100	BNAA0108
01	04	동시	100	BNAA0109
02	04	동시	100	BNAA0109
01	02	단독	7	BNAA0201
01	01	동시	100	BNAA0203
02	04	동시	100	BNAA0203
01	02	단독	7	BNAA0302
01	02	단독	7	BNAB0301
02	02	단독	7	BNAB0301
01	02	단독	7	BNAB0510
02	02	단독	7	BNAB0510
01	04	동시	100	BNAB0595
02	04	동시	100	BNAB0595
01	04	동시	100	BNAG3302
02	04	동시	100	BNAG3302
03	02	단독	7	BNAG3302
05	02	단독	7	BNAG3302
07	02	단독	7	BNAG3302
01	04	동시	100	BNAH3301
02	04	동시	100	BNAH3301
01	04	단독	50	BNAH3702
01	04	단독	50	BNAH3801
01	04	동시	100	BNAI4405
02	04	동시	100	BNAI4405
01	02	단독	7	BNAJ5402
02	02	단독	7	BNAJ5402
03	04	동시	100	BNAJ5402
04	04	동시	100	BNAJ5402
01	04	동시	50	BNBN0037
02	04	동시	50	BNBN0037
03	04	동시	50	BNBN0037
04	04	동시	50	BNBN0037
01	04	동시	100	BNBN0058
02	04	동시	100	BNBN0058
03	04	동시	100	BNBN0058
04	04	동시	100	BNBN0058
05	04	동시	100	BNBN0058
06	04	동시	100	BNBN0058
07	04	동시	100	BNBN0058
08	04	동시	100	BNBN0058
01	02	단독	7	BNBN0063
03	02	단독	7	BNBN0070
04	02	단독	7	BNBN0070
05	02	단독	7	BNBN0070
01	02	단독	7	BNBN0071
02	02	단독	7	BNBN0071
01	02	단독	7	BNBN0072
01	02	단독	7	BNBN0076
02	02	단독	7	BNBN0076
01	02	단독	7	BNBN0079
01	02	단독	7	BNBN0084
02	02	단독	7	BNBN0084
03	02	단독	7	BNBN0084
04	02	단독	7	BNBN0084
05	02	단독	7	BNBN0084
06	02	단독	7	BNBN0084
07	02	단독	7	BNBN0084
01	02	단독	7	BNBN0090
02	02	단독	7	BNBN0090
01	02	단독	7	BNBN0101
02	02	단독	7	BNBN0101
03	02	단독	7	BNBN0101
04	02	단독	7	BNBN0101
05	02	단독	7	BNBN0101
06	02	단독	7	BNBN0101
01	04	동시	100	BNBN0102
02	04	동시	100	BNBN0102
01	02	단독	7	BNBN0105
02	02	단독	7	BNBN0105
01	04	동시	50	BNBN0106
02	04	동시	50	BNBN0106
03	02	단독	7	BNBN0106
04	02	단독	7	BNBN0106
01	04	동시	50	BNBN0154
02	04	동시	50	BNBN0154
03	02	단독	7	BNBN0154
01	04	동시	100	BNBN0157
02	04	동시	100	BNBN0157
01	02	단독	7	BNBN0177
02	02	단독	7	BNBN0177
01	04	동시	50	BNBN0178
02	04	동시	50	BNBN0178
03	02	단독	7	BNBN0178
01	04	동시	50	BNBN0180
02	04	동시	50	BNBN0180
03	02	단독	7	BNBN0180
01	04	동시	100	BNBN0213
02	04	동시	100	BNBN0213
03	02	단독	7	BNBN0213
04	02	단독	7	BNBN0213
05	02	단독	7	BNBN0213
06	02	단독	7	BNBN0213
01	02	단독	7	BNBN0257
02	02	단독	7	BNBN0257
03	02	단독	7	BNBN0257
04	02	단독	7	BNBN0257
05	02	단독	7	BNBN0257
06	02	단독	7	BNBN0257
07	02	단독	7	BNBN0257
01	02	단독	7	BNBN0270
01	04	단독	50	BNBN0274
02	04	단독	50	BNBN0274
03	04	단독	50	BNBN0274
01	04	동시	100	BNBN0279
02	04	동시	100	BNBN0279
03	02	단독	7	BNBN0317
04	02	단독	7	BNBN0317
05	02	단독	7	BNBN0317
01	04	동시	100	BNBN0320
02	04	동시	100	BNBN0320
01	04	동시	100	BNBN0322
02	04	동시	100	BNBN0322
01	04	동시	50	BNBN0325
02	04	동시	50	BNBN0325
03	04	동시	50	BNBN0325
04	04	동시	50	BNBN0325
01	02	단독	7	BNBN0326
02	02	단독	7	BNBN0326
01	04	동시	50	BNBN0328
02	04	동시	50	BNBN0328
03	02	단독	7	BNBN0328
01	04	동시	50	BNBN0329
02	04	동시	50	BNBN0329
01	04	단독	50	BNBN0367
01	02	단독	7	BNBN0368
02	02	단독	7	BNBN0368
03	02	단독	7	BNBN0368
04	04	단독	40	BNBN0368
01	04	동시	100	BNBN0380
02	04	동시	100	BNBN0380
01	04	동시	100	BNBN0381
02	04	동시	100	BNBN0381
01	04	동시	100	BNBN0382
02	04	동시	100	BNBN0382
01	04	동시	100	BNBN0410
02	04	동시	100	BNBN0410
01	04	단독	50	BNBN0411
01	04	단독	50	BNBN0413
01	02	단독	7	BNBN0414
02	02	단독	7	BNBN0414
03	02	단독	7	BNBN0414
01	02	단독	7	BNBN0416
02	02	단독	7	BNBN0416
01	02	단독	7	BNBN0417
02	02	단독	7	BNBN0417
03	02	단독	7	BNBN0417
01	04	단독	50	BNBN0480
01	04	동시	100	BNBN0486
02	04	동시	100	BNBN0486
01	02	단독	7	BNBN0507
01	04	동시	100	BNBN0543
02	04	동시	100	BNBN0543
03	02	단독	7	BNBN0543
04	02	단독	7	BNBN0543
05	02	단독	7	BNBN0543
01	04	단독	40	BNBN0560
01	04	동시	50	BNBN0581
02	04	동시	50	BNBN0581
03	04	동시	50	BNBN0581
04	04	동시	50	BNBN0581
05	02	단독	7	BNBN0581
06	02	단독	7	BNBN0581
01	02	단독	7	BNBN0582
02	02	단독	7	BNBN0582
01	04	동시	100	BNBN0599
02	04	동시	100	BNBN0599
01	04	단독	50	BNBN0740
01	04	동시	50	BNBN0741
02	04	동시	50	BNBN0741
01	04	동시	100	BNBN0743
02	04	동시	100	BNBN0743
01	04	동시	100	BNBN0819
02	04	동시	100	BNBN0819
01	04	동시	100	BNBN0820
02	04	동시	100	BNBN0820
01	04	동시	100	BNBN0821
02	04	동시	100	BNBN0821
01	04	동시	100	BNBN0822
02	04	동시	100	BNBN0822
03	04	동시	100	BNBN0822
04	04	동시	100	BNBN0822
05	04	동시	100	BNBN0822
06	04	동시	100	BNBN0822
07	04	동시	100	BNBN0822
08	04	동시	100	BNBN0822
09	04	동시	100	BNBN0822
10	04	동시	100	BNBN0822
01	02	단독	7	BNBN0823
01	02	단독	7	BNBN0824
02	02	단독	7	BNBN0824
01	02	단독	7	BNBN0825
02	02	단독	7	BNBN0825
01	02	단독	7	BNBN0826
01	02	단독	7	BNBN0827
02	02	단독	7	BNBN0827
01	02	단독	7	BNBN0828
01	02	단독	7	BNBN0830
02	02	단독	7	BNBN0830
01	02	단독	7	BNBN0831
02	02	단독	7	BNBN0831
03	02	단독	7	BNBN0831
01	02	단독	7	BNBN0832
02	02	단독	7	BNBN0832
01	04	동시	100	BNBN0833
02	04	동시	100	BNBN0833
01	04	동시	100	BNBN0834
02	04	동시	100	BNBN0834
01	04	동시	100	BNBN0835
02	04	동시	100	BNBN0835
01	04	동시	100	BNBN0836
02	04	동시	100	BNBN0836
01	04	동시	100	BNBN0837
02	04	동시	100	BNBN0837
01	04	동시	100	BNBN0838
02	04	동시	100	BNBN0838
01	04	동시	100	BNBN0839
02	04	동시	100	BNBN0839
01	04	동시	100	BNBN0840
02	04	동시	100	BNBN0840
01	04	동시	100	BNBN0841
02	04	동시	100	BNBN0841
01	02	단독	7	BNBN0842
01	04	동시	100	BNBN0843
02	04	동시	100	BNBN0843
01	04	동시	100	BNBN0844
02	04	동시	100	BNBN0844
03	04	동시	100	BNBN0844
04	04	동시	100	BNBN0844
01	04	동시	100	BNBN0845
02	04	동시	100	BNBN0845
03	04	동시	100	BNBN0845
04	04	동시	100	BNBN0845
01	04	동시	100	BNBN0846
02	04	동시	100	BNBN0846
03	04	동시	100	BNBN0846
04	04	동시	100	BNBN0846
01	04	동시	100	BNBN0847
02	04	동시	100	BNBN0847
03	04	동시	100	BNBN0847
04	04	동시	100	BNBN0847
05	02	단독	7	BNBN0847
06	02	단독	7	BNBN0847
01	04	동시	100	BNBN0848
02	04	동시	100	BNBN0848
03	04	동시	100	BNBN0848
04	04	동시	100	BNBN0848
01	04	동시	100	BNBN0849
02	04	동시	100	BNBN0849
03	04	동시	100	BNBN0849
04	04	동시	100	BNBN0849
01	02	단독	7	BNBN0850
01	04	동시	100	BNBN0851
02	04	동시	100	BNBN0851
01	04	동시	100	BNBN0852
02	04	동시	100	BNBN0852
01	04	동시	100	BNBN0853
02	04	동시	100	BNBN0853
01	04	동시	100	BNBN0854
02	04	동시	100	BNBN0854
01	04	동시	100	BNBN0855
02	04	동시	100	BNBN0855
01	02	단독	7	BNBN0856
02	02	단독	7	BNBN0856
01	04	동시	100	BNBN0857
02	04	동시	100	BNBN0857
01	04	동시	100	BNBN0858
02	04	동시	100	BNBN0858
01	04	동시	100	BNBN0859
02	04	동시	100	BNBN0859
01	04	동시	100	BNBN0860
02	04	동시	100	BNBN0860
01	04	동시	100	BNBN0861
02	04	동시	100	BNBN0861
01	04	동시	100	BNBN0862
02	04	동시	100	BNBN0862
01	04	동시	100	BNBN0863
02	04	동시	100	BNBN0863
01	04	동시	100	BNBN0864
02	04	동시	100	BNBN0864
01	04	동시	100	BNBN0865
02	04	동시	100	BNBN0865
01	04	동시	100	BNBN0866
02	04	동시	100	BNBN0866
03	02	단독	7	BNBN0866
04	02	단독	7	BNBN0866
05	02	단독	7	BNBN0866
06	02	단독	7	BNBN0866
01	04	동시	100	BNBN0869
02	04	동시	100	BNBN0869
01	02	단독	7	BNBN0870
02	02	단독	7	BNBN0870
03	02	단독	7	BNBN0870
04	02	단독	7	BNBN0870
05	02	단독	7	BNBN0870
06	02	단독	7	BNBN0870
01	04	동시	100	BNBN0871
02	04	동시	100	BNBN0871
01	02	단독	7	BNBN0872
02	02	단독	7	BNBN0872
01	04	동시	100	BNBN0873
02	04	동시	100	BNBN0873
01	04	동시	100	BNBN0874
02	04	동시	100	BNBN0874
01	04	동시	100	BNBN0875
02	04	동시	100	BNBN0875
03	04	동시	100	BNBN0875
04	04	동시	100	BNBN0875
01	04	동시	100	BNBN0876
02	04	동시	100	BNBN0876
01	02	단독	7	BNBN0877
02	02	단독	7	BNBN0877
03	02	단독	7	BNBN0877
04	02	단독	7	BNBN0877
05	02	단독	7	BNBN0877
01	02	단독	7	BNBN0878
02	02	단독	7	BNBN0878
03	02	단독	7	BNBN0878
04	02	단독	7	BNBN0878
01	04	동시	100	BNBN0890
02	04	동시	100	BNBN0890
01	04	동시	100	BNBN0891
02	04	동시	100	BNBN0891
01	02	단독	7	BNBN0892
04	04	동시	50	BNBN0904
05	04	동시	50	BNBN0904
06	04	동시	50	BNBN0904
07	04	동시	50	BNBN0904
08	04	동시	50	BNBN0904
09	04	동시	50	BNBN0904
10	04	동시	50	BNBN0904
11	04	동시	50	BNBN0904
12	04	동시	50	BNBN0904
13	04	동시	50	BNBN0904
01	04	단독	40	BNBN0988
02	02	단독	7	BNBN0988
03	02	단독	7	BNBN0988
04	02	단독	7	BNBN0988
05	02	단독	7	BNBN0988
01	04	동시	50	BNBN0990
02	04	동시	50	BNBN0990
03	04	동시	50	BNBN0990
04	04	동시	50	BNBN0990
01	04	동시	100	BNBN0991
02	04	동시	100	BNBN0991
01	04	단독	40	BNBN1023
01	04	동시	50	BNBN1148
02	04	동시	50	BNBN1148
03	04	동시	50	BNBN1148
04	04	동시	50	BNBN1148
23	02	단독	7	BPA00006
35	02	단독	7	BPA00006
37	02	단독	7	BPA00006
42	02	단독	7	BPA00006
01	02	단독	7	BPA00009
02	02	단독	7	BPA00009
01	02	단독	7	BPA00010
02	02	단독	7	BPA00010
03	02	단독	7	BPA00010
04	02	단독	7	BPA00010
05	02	단독	7	BPA00010
06	02	단독	7	BPA00010
07	02	단독	7	BPA00010
01	02	단독	7	BPA00011
02	02	단독	7	BPA00011
03	02	단독	7	BPA00011
01	05	단독	50	BT000021
01	05	단독	50	BT000083
01	05	단독	50	BT000089
02	05	단독	50	BT000089
01	05	단독	50	BT000092
02	05	단독	50	BT000092
01	05	단독	50	BT000093
01	05	단독	50	BT000094
01	05	단독	50	BT000095
01	05	단독	50	BT000096
01	05	단독	50	BT000097
02	05	단독	50	BT000097
01	05	단독	50	BT000100
02	05	단독	50	BT000100
01	05	단독	50	BT000101
02	05	단독	50	BT000101
01	05	단독	50	BT000102
01	04	단독	100	BT000112
02	04	단독	100	BT000112
03	02	단독	7	BT000112
01	04	단독	100	BT000116
03	02	단독	7	BT000116
04	02	단독	7	BT000116
01	05	단독	50	BT000129
01	02	단독	7	BT000130
02	02	단독	7	BT000130
03	02	단독	7	BT000130
04	02	단독	7	BT000130
01	02	단독	7	BT000131
02	02	단독	7	BT000131
03	02	단독	7	BT000131
04	02	단독	7	BT000131
01	02	단독	7	BT000132
02	02	단독	7	BT000132
01	02	단독	7	BT000133
01	02	단독	7	BT000134
01	04	단독	100	BT000135
02	04	단독	100	BT000135
03	06	단독	50	BT000135
01	04	단독	100	BT000136
02	04	단독	100	BT000136
03	04	단독	100	BT000136
04	04	단독	100	BT000136
05	05	단독	50	BT000136
01	04	단독	100	BT000137
02	04	단독	100	BT000137
01	04	단독	100	BT000138
02	04	단독	100	BT000138
01	04	단독	100	BT000139
02	04	단독	100	BT000139
01	04	단독	100	BT000140
02	04	단독	100	BT000140
01	04	단독	100	BT000141
02	04	단독	100	BT000141
01	04	단독	100	BT000142
02	04	단독	100	BT000142
03	04	단독	100	BT000142
04	04	단독	100	BT000142
01	04	단독	100	BT000143
02	04	단독	100	BT000143
01	04	단독	100	BT000144
02	04	단독	100	BT000144
01	04	단독	100	BT000145
02	04	단독	100	BT000145
01	04	단독	100	BT000146
02	04	단독	100	BT000146
01	04	단독	100	BT000147
02	04	단독	100	BT000147
03	02	단독	7	BT000147
01	04	단독	100	BT000148
02	04	단독	100	BT000148
01	04	단독	100	BT000149
02	04	단독	100	BT000149
03	02	단독	7	BT000149
01	04	단독	100	BT000150
02	04	단독	100	BT000150
01	04	단독	100	BT000151
02	04	단독	100	BT000151
03	02	단독	7	BT000151
01	04	단독	100	BT000152
02	04	단독	100	BT000152
03	02	단독	7	BT000152
01	04	단독	100	BT000153
02	04	단독	100	BT000153
03	02	단독	7	BT000153
01	04	단독	100	BT000154
02	04	단독	100	BT000154
03	02	단독	7	BT000154
01	04	단독	100	BT000155
02	04	단독	100	BT000155
03	02	단독	7	BT000155
04	02	단독	7	BT000155
05	02	단독	7	BT000155
01	04	단독	100	BT000156
02	04	단독	100	BT000156
01	04	단독	100	BT000157
02	04	단독	100	BT000157
01	04	단독	100	BT000158
02	04	단독	100	BT000158
01	04	단독	100	BT000159
02	04	단독	100	BT000159
01	04	단독	100	BT000160
02	04	단독	100	BT000160
01	04	단독	100	BT000161
02	04	단독	100	BT000161
01	04	단독	100	BT000162
02	04	단독	100	BT000162
01	04	단독	100	BT000163
02	04	단독	100	BT000163
01	04	단독	100	BT000164
02	04	단독	100	BT000164
01	04	단독	100	BT000165
02	04	단독	100	BT000165
01	04	단독	100	BT000166
02	04	단독	100	BT000166
03	04	단독	100	BT000166
04	04	단독	100	BT000166
05	04	단독	100	BT000166
06	04	단독	100	BT000166
01	04	단독	100	BT000167
02	04	단독	100	BT000167
01	04	단독	100	BT000168
02	04	단독	100	BT000168
01	04	단독	100	BT000169
02	04	단독	100	BT000169
03	04	단독	100	BT000169
04	04	단독	100	BT000169
01	04	단독	100	BT000170
02	04	단독	100	BT000170
03	04	단독	100	BT000170
04	04	단독	100	BT000170
01	04	단독	100	BT000171
02	04	단독	100	BT000171
03	04	단독	100	BT000171
04	04	단독	100	BT000171
01	05	단독	50	BT000172
01	04	동시	100	BT000173
02	04	동시	100	BT000173
01	02	단독	14	BT000174
02	02	단독	14	BT000174
03	02	단독	14	BT000174
04	02	단독	14	BT000174
01	02	단독	7	BT200001
02	02	단독	7	BT200001
03	02	단독	7	BT200001
04	02	단독	7	BT200001
05	02	단독	7	BT200001
06	02	단독	7	BT200001
07	02	단독	7	BT200001
08	02	단독	7	BT200001
09	02	단독	7	BT200001
10	02	단독	7	BT200001
11	02	단독	7	BT200001
12	02	단독	7	BT200001
13	02	단독	7	BT200001
14	02	단독	7	BT200001
15	02	단독	7	BT200001
16	02	단독	7	BT200001
17	02	단독	7	BT200001
18	02	단독	7	BT200001
11	02	단독	7	CA000106
12	02	단독	7	CA000106
21	02	단독	7	CA000106
11	02	단독	7	CA000107
21	02	단독	7	CA000107
01	02	단독	7	CCA00002
02	02	단독	7	CCA00002
01	02	단독	7	CCA00003
02	02	단독	7	CCA00003
01	02	단독	7	CCA00004
01	04	단독	100	CG000012
02	04	단독	100	CG000012
01	04	단독	100	CG000013
02	04	단독	100	CG000013
01	04	단독	100	CG000017
02	04	단독	100	CG000017
01	04	단독	100	CG000020
02	04	단독	100	CG000020
01	04	단독	100	CG000021
02	04	단독	100	CG000021
